iter	Passed	Remaining
422	1979	2700
423	1983	2694
424	1988	2689
425	1992	2684
426	1996	2678
427	2000	2673
428	2004	2668
429	2008	2662
430	2012	2657
431	2017	2652
432	2021	2646
433	2025	2640
434	2028	2635
435	2033	2629
436	2037	2624
437	2041	2618
438	2045	2613
439	2049	2608
440	2053	2603
441	2057	2597
442	2061	2592
443	2065	2586
444	2069	2581
445	2073	2575
446	2077	2570
447	2081	2565
448	2085	2559
449	2090	2554
450	2094	2549
451	2098	2544
452	2103	2539
453	2107	2534
454	2111	2529
455	2115	2523
456	2119	2518
457	2123	2513
458	2127	2507
459	2131	2502
460	2135	2497
461	2139	2491
462	2143	2486
463	2148	2481
464	2152	2476
465	2156	2471
466	2160	2465
467	2164	2460
468	2168	2454
469	2172	2449
470	2175	2443
471	2179	2438
472	2183	2433
473	2187	2427
474	2191	2422
475	2195	2417
476	2200	2412
477	2204	2407
478	2208	2402
479	2212	2397
480	2216	2392
481	2220	2386
482	2225	2381
483	2229	2376
484	2233	2371
485	2237	2366
486	2241	2360
487	2245	2355
488	2249	2350
489	2254	2346
490	2258	2341
491	2263	2336
492	2267	2332
493	2271	2327
494	2276	2322
495	2280	2317
496	2284	2312
497	2289	2307
498	2293	2302
499	2297	2297
500	2301	2292
501	2305	2287
502	2310	2282
503	2314	2277
504	2318	2272
505	2322	2267
506	2326	2262
507	2330	2257
508	2334	2252
509	2339	2247
510	2343	2242
511	2347	2237
512	2352	2233
513	2356	2228
514	2361	2224
515	2366	2219
516	2370	2214
517	2375	2210
518	2380	2205
519	2384	2201
520	2389	2196
521	2393	2191
522	2398	2187
523	2403	2183
524	2407	2178
525	2412	2173
526	2416	2169
527	2421	2164
528	2426	2160
529	2430	2155
530	2435	2150
531	2439	2146
532	2443	2141
533	2448	2136
534	2452	2131
535	2457	2126
536	2461	2122
537	2466	2117
538	2470	2113
539	2475	2108
540	2479	2103
541	2484	2099
542	2488	2094
543	2492	2089
544	2497	2084
545	2501	2080
546	2505	2075
547	2509	2070
548	2513	2065
549	2517	2060
550	2522	2055
551	2526	2050
552	2530	2045
553	2534	2040
554	2538	2035
555	2542	2030
556	2547	2026
557	2551	2020
558	2555	2016
559	2559	2011
560	2563	2006
561	2567	2001
562	2572	1996
563	2576	1991
564	2579	1986
565	2583	1981
566	2588	1976
567	2592	1971
568	2596	1966
569	2600	1961
570	2604	1957
571	2609	1952
572	2612	1947
573	2617	1942
574	2621	1937
575	2625	1932
576	2630	1928
577	2634	1923
578	2638	1918
579	2642	1913
580	2646	1908
581	2650	1903
582	2654	1898
583	2659	1894
584	2663	1889
585	2667	1884
586	2671	1879
587	2676	1875
588	2680	1870
589	2684	1865
590	2688	1860
591	2692	1855
592	2697	1851
593	2701	1846
594	2706	1841
595	2710	1837
596	2714	1832
597	2718	1827
598	2722	1822
599	2726	1817
600	2730	1812
601	2734	1807
602	2738	1803
603	2743	1798
604	2747	1793
605	2752	1789
606	2757	1785
607	2761	1780
608	2766	1775
609	2770	1771
610	2774	1766
611	2779	1761
612	2783	1757
613	2787	1752
614	2791	1747
615	2795	1742
616	2800	1738
617	2804	1733
618	2808	1728
619	2812	1723
620	2816	1718
621	2820	1714
622	2825	1709
623	2829	1704
624	2833	1700
625	2838	1695
626	2842	1690
627	2846	1686
628	2850	1681
629	2855	1676
630	2859	1672
631	2863	1667
632	2868	1662
633	2872	1658
634	2876	1653
635	2880	1648
636	2884	1643
637	2888	1639
638	2893	1634
639	2897	1630
640	2902	1625
641	2906	1620
642	2910	1616
643	2914	1611
644	2919	1606
645	2923	1601
646	2927	1597
647	2931	1592
648	2935	1587
649	2939	1582
650	2943	1578
651	2947	1573
652	2951	1568
653	2955	1563
654	2960	1559
655	2964	1554
656	2968	1549
657	2972	1544
658	2976	1540
659	2980	1535
660	2984	1530
661	2988	1525
662	2992	1521
663	2996	1516
664	3000	1511
665	3004	1506
666	3008	1502
667	3012	1497
668	3016	1492
669	3021	1487
670	3025	1483
671	3029	1478
672	3033	1473
673	3037	1469
674	3041	1464
675	3045	1459
676	3049	1455
677	3053	1450
678	3057	1445
679	3062	1441
680	3066	1436
681	3070	1431
682	3075	1427
683	3079	1422
684	3083	1418
685	3088	1413
686	3092	1408
687	3096	1404
688	3100	1399
689	3104	1394
690	3108	1390
691	3112	1385
692	3116	1380
693	3120	1376
694	3124	1371
695	3129	1366
696	3133	1362
697	3137	1357
698	3141	1352
699	3145	1348
700	3149	1343
701	3153	1338
702	3158	1334
703	3162	1329
704	3166	1324
705	3170	1320
706	3175	1315
707	3179	1311
708	3183	1306
709	3187	1301
710	3191	1297
711	3195	1292
712	3199	1287
713	3204	1283
714	3208	1278
715	3212	1274
716	3216	1269
717	3220	1264
718	3224	1260
719	3228	1255
720	3232	1251
721	3237	1246
722	3240	1241
723	3244	1236
724	3249	1232
725	3253	1227
726	3258	1223
727	3262	1218
728	3266	1214
729	3270	1209
730	3274	1205
731	3278	1200
732	3283	1195
733	3287	1191
734	3292	1187
735	3296	1182
736	3300	1177
737	3304	1173
738	3312	1169
739	3316	1165
740	3320	1160
741	3325	1156
742	3329	1151
743	3333	1147
744	3337	1142
745	3342	1137
746	3346	1133
747	3351	1128
748	3355	1124
749	3359	1119
750	3364	1115
751	3368	1110
752	3372	1106
753	3376	1101
754	3380	1096
755	3384	1092
756	3388	1087
757	3392	1083
758	3396	1078
759	3400	1073
760	3404	1069
761	3408	1064
762	3412	1060
763	3416	1055
764	3420	1050
765	3425	1046
766	3429	1041
767	3433	1037
768	3438	1032
769	3442	1028
770	3446	1023
771	3450	1019
772	3454	1014
773	3458	1009
774	3462	1005
775	3466	1000
776	3470	996
777	3474	991
778	3478	986
779	3482	982
780	3486	977
781	3490	973
782	3494	968
783	3498	963
784	3503	959
785	3507	954
786	3511	950
787	3515	945
788	3519	941
789	3523	936
790	3527	932
791	3531	927
792	3535	922
793	3539	918
794	3543	913
795	3547	909
796	3551	904
797	3555	900
798	3560	895
799	3563	890
800	3567	886
801	3571	881
802	3575	877
803	3579	872
804	3583	868
805	3587	863
806	3591	858
807	3595	854
808	3599	849
809	3603	845
810	3607	840
811	3611	836
812	3615	831
813	3619	827
814	3623	822
815	3627	817
816	3631	813
817	3635	808
818	3639	804
819	3643	799
820	3647	795
821	3651	790
822	3655	786
823	3659	781
824	3663	777
825	3667	772
826	3671	767
827	3675	763
828	3679	758
829	3683	754
830	3687	749
831	3691	745
832	3696	741
833	3700	736
834	3704	732
835	3708	727
836	3713	723
837	3717	718
838	3721	714
839	3725	709
840	3729	705
841	3732	700
842	3736	695
843	3741	691
844	3745	687
845	3750	682
846	3754	678
847	3758	673
848	3762	669
849	3766	664
850	3770	660
851	3774	655
852	3778	651
853	3782	646
854	3786	642
855	3790	637
856	3794	633
857	3798	628
858	3802	624
859	3806	619
860	3810	615
861	3815	610
862	3819	606
863	3823	601
864	3827	597
865	3831	592
866	3836	588
867	3839	583
868	3843	579
869	3848	575
870	3852	570
871	3856	566
872	3860	561
873	3865	557
874	3869	552
875	3873	548
876	3876	543
877	3880	539
878	3885	534
879	3889	530
880	3893	525
881	3897	521
882	3901	516
883	3905	512
884	3909	507
885	3913	503
886	3917	499
887	3921	494
888	3925	490
889	3929	485
890	3933	481
891	3937	476
892	3941	472
893	3945	467
894	3949	463
895	3953	458
896	3957	454
897	3961	450
898	3966	445
899	3970	441
900	3974	436
901	3978	432
902	3983	427
903	3987	423
904	3991	418
905	3995	414
906	3999	410
907	4003	405
908	4007	401
909	4011	396
910	4015	392
911	4020	387
912	4024	383
913	4028	379
914	4032	374
915	4036	370
916	4040	365
917	4044	361
918	4048	356
919	4052	352
920	4056	347
921	4060	343
922	4064	339
923	4068	334
924	4072	330
925	4077	325
926	4081	321
927	4085	317
928	4090	312
929	4094	308
930	4098	303
931	4102	299
932	4106	294
933	4110	290
934	4114	286
935	4118	281
936	4122	277
937	4125	272
938	4130	268
939	4134	263
940	4138	259
941	4142	255
942	4146	250
943	4151	246
944	4154	241
945	4159	237
946	4162	232
947	4166	228
948	4170	224
949	4175	219
950	4179	215
951	4183	210
952	4187	206
953	4191	202
954	4195	197
955	4199	193
956	4203	188
957	4207	184
958	4211	180
959	4215	175
960	4219	171
961	4223	166
962	4227	162
963	4231	158
964	4235	153
965	4240	149
966	4244	144
967	4248	140
968	4253	136
969	4257	131
970	4261	127
971	4265	122
972	4269	118
973	4273	114
974	4278	109
975	4282	105
976	4287	100
977	4291	96
978	4295	92
979	4299	87
980	4303	83
981	4307	78
982	4311	74
983	4315	70
984	4319	65
985	4324	61
986	4328	57
987	4333	52
988	4338	48
989	4342	43
990	4346	39
991	4350	35
992	4354	30
993	4358	26
994	4362	21
995	4366	17
996	4370	13
997	4375	8
998	4379	4
999	4383	0
